,Area,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
183,Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Togo,0.0,0.0,0.0,0.0,0.0,50.0,100.0,200.0,254.0,436.0,495.0,559.0,642.0,2142.0,2291.0,2837.0,915.0,1801.0,3044.0,2653.0,2214.0,2788.0,3061.0,6900.0,9800.0,11100.0,10878.0,12181.0,12500.0,11500.0,11744.0,12230.0,9865.0,11164.0,16433.0,17612.0,16810.0,17200.0,16900.0,19838.0,19200.0,13296.9,18310.43,8626.53,683.8800000000001,33.17,0.0,0.54,7126.88,24201.300000000003,25101.440000000002,13310.6,31071.230000000003,4892.4400000000005,8817.12,36247.2,15315.38,40695.649999999994,7091.5,7091.5
185,Tokelau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,145.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.03,187.49,177.9,121.96000000000001,147.36,151.63,120.92,165.45,206.75,236.94,167.72,310.61,237.07999999999998
187,Trinidad and Tobago,5280.0,5450.0,5950.0,6000.0,9022.0,8149.0,6772.0,7938.0,8200.0,8800.0,9246.0,10465.0,10216.0,8794.0,7012.0,7432.0,6097.0,8462.0,7773.0,7976.0,6589.0,4600.0,7800.0,6100.0,7095.0,5100.0,6798.0,2142.0,3300.0,7100.0,8100.0,9600.0,5400.0,5400.0,7000.0,10430.0,10600.0,6800.0,6100.0,9204.0,1740.0,4400.0,4400.0,6400.0,6000.0,5900.0,5900.0,5100.0,5600.0,5700.0,5800.0,6900.0,7700.0,9000.0,8900.0,9100.0,8800.0,8200.0,8200.0,8200.0
188,Tunisia,15300.0,21257.0,20331.0,20102.0,21865.0,24322.0,22985.0,28776.0,38555.0,34100.0,37500.0,36000.0,39479.0,50263.0,52377.0,54300.0,43800.0,55200.0,60000.0,62200.0,83890.0,81161.0,78700.0,88100.0,96400.0,105300.0,104600.0,101300.0,103700.0,83900.0,98900.0,105043.0,95400.0,89000.0,77000.0,97000.0,96520.0,113853.0,112200.0,111300.0,100000.0,102000.0,110500.0,119100.0,124100.0,124100.0,126100.0,115800.0,131000.0,133900.0,137400.0,141000.0,115300.0,118400.0,136500.0,158900.0,127100.0,146900.0,147200.0,146700.0
189,Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104600.0,139800.0,104000.0,107000.0,110000.0,115000.0,58577.13,65709.84,106014.48999999999,60000.0,113505.29,136861.84,127229.88,167047.72,233489.58000000002,249532.8,295567.45999999996,331305.19,335161.08,356516.85,343400.58,355594.79000000004,389907.35,520469.8,420813.73000000004,436930.28,415162.91,459676.14,325085.34
190,Türkiye,74785.0,74129.0,109137.0,96349.0,149044.0,190225.0,278895.0,380049.0,445963.0,430750.0,494550.0,633400.0,722600.0,522753.0,891170.0,1178993.0,1258924.0,1548951.0,1299095.0,1455998.0,1296920.0,1459761.0,1663655.0,1540952.0,1426900.0,1519099.0,1777852.0,1614008.0,1798174.0,1887520.0,1770865.0,1927552.0,2207000.0,1507337.0,1700388.0,1799300.0,1825700.0,2180700.0,2193351.0,2088812.0,1670636.0,1746666.0,1970135.0,2044015.0,2067475.0,2110514.0,1985593.0,1551367.0,2232592.0,2103665.0,1847301.0,2064828.0,2312134.0,2180242.0,2202736.0,2807280.0,2644333.0,2164158.0,2466416.0,2930889.0
191,USSR,2710000.0,3084000.0,3582000.0,5029000.0,6294000.0,6983000.0,7736000.0,8244000.0,8883000.0,10312000.0,11346000.0,12360000.0,13461000.0,14740000.0,17243000.0,17732000.0,18026000.0,18412000.0,17358000.0,18756000.0,19167000.0,20143000.0,22965000.0,23086000.0,25386900.0,26506000.0,27403000.0,27187000.0,24474000.0,21634000.0,19464000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Uganda,2600.0,2700.0,3200.0,3600.0,4364.0,5272.0,3776.0,4726.0,4570.0,7000.0,8100.0,7696.0,7187.0,3600.0,1689.0,1656.0,1100.0,300.0,0.0,800.0,600.0,0.0,0.0,500.0,200.0,388.0,1175.0,131.0,355.0,192.0,1200.0,800.0,2200.0,1900.0,1300.0,600.0,600.0,3535.0,4479.0,6639.0,5800.0,7463.0,9331.0,8758.0,5756.0,7652.0,7497.0,18976.0,13746.0,11606.0,12068.0,14663.83,16847.73,12557.970000000001,10949.669999999998,13184.849999999999,14228.42,22740.26,22740.26,16852.25
193,Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2692000.0,1345000.0,1134000.0,890000.0,525000.0,562000.0,513990.0,417000.0,440000.0,474000.0,519057.0,512481.0,533290.0,557930.0,699330.0,896440.0,1064720.0,886760.0,1060640.0,1263310.0,1346530.0,1493710.0,1471640.0,1415010.0,1728850.0,2028080.0,2150638.0,2142470.0,2488687.0
194,United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,530.0,719.0,900.0,1100.0,900.0,1514.0,3500.0,3054.0,3655.0,3809.0,4595.0,2735.0,3727.0,1440.0,3120.0,5400.0,12120.0,12500.0,17470.0,22300.0,27700.0,29400.0,32000.0,32200.0,32300.0,35400.0,36200.0,35100.0,35000.0,48360.0,48360.0,48360.0,45360.0,42220.0,41950.0,41210.0,31090.0,37310.0,40590.0,31470.0,38770.0,27682.89,31528.29,31528.29,31528.29,31528.29,31528.29,31528.29
195,United Kingdom of Great Britain and Northern Ireland,1401200.0,1411600.0,1495200.0,1494000.0,1554600.0,1665200.0,1885500.0,1795300.0,1623700.0,1893700.0,1948900.0,1732800.0,1871600.0,1683700.0,1820000.0,1929000.0,2009000.0,2073000.0,2235000.0,2054000.0,2301000.0,2545000.0,2617000.0,2590000.0,2516000.0,2650000.0,2484000.0,2462000.0,2511000.0,2388000.0,2171000.0,2003000.0,2075000.0,2219000.0,2191000.0,2376000.0,2270000.0,2081000.0,1996000.0,1764000.0,1870000.0,1871000.0,1788000.0,1778000.0,1672000.0,1563000.0,1549000.0,1541000.0,1285000.0,1451000.0,1497000.0,1447000.0,1460000.0,1545000.0,1517000.0,1493000.0,1512000.0,1483000.0,1491000.0,1394000.0
196,United Republic of Tanzania,2723.0,2380.0,3100.0,3900.0,7000.0,8800.0,8700.0,9000.0,11000.0,15000.0,17400.0,16028.0,19937.0,31144.0,29670.0,30721.0,29746.0,29300.0,30000.0,35500.0,29100.0,29209.0,22901.0,36300.0,41400.0,42479.0,47841.0,41191.0,44300.0,46800.0,49679.0,47923.0,36300.0,35900.0,27000.0,31214.0,39980.0,30856.0,20980.0,22404.0,7874.0,31818.0,38050.0,50247.0,55818.0,52357.0,50716.0,52966.0,86533.0,101925.0,105865.0,104712.0,151441.21,120202.25,120355.09,170160.68,163616.02000000002,214081.80000000002,213737.19,222026.3
197,United States of America,7466210.65,8274858.92,9169916.54,9793376.58,10803761.23,12166430.19,13301982.21,13911076.850000001,14408054.08,15218708.15,15592170.02,16076944.57,17123275.88,16540771.11,17835812.39,19615899.49,19179845.78,19797629.509999998,20796897.4,21297411.78,20196413.86,17507753.79,18551958.630000003,19745702.62,18506074.57,17490244.939999998,17609132.73,17762215.36,18349757.78,18649535.53,18715635.490000002,18923983.490000002,19898612.9,19659910.18,19779137.26,20204780.009999998,20221133.080000002,19859884.78,19616704.159999996,19071525.91,19316848.41,19352971.21,21203083.68,20092236.02,19273411.11,20773985.32,19475350.42,16038481.190000001,18918611.18,19667310.7,20362667.78,20910153.740000002,21086056.85,19976842.119999997,20211336.0,20091404.33,20145604.65,20018597.48,19950557.92,19899437.61
198,Uruguay,22700.0,26200.0,31300.0,40785.0,34432.0,46375.0,41106.0,68130.0,59808.0,69278.0,88200.0,78264.0,77180.0,67900.0,47400.0,74000.0,63200.0,58000.0,91760.0,80900.0,63600.0,60500.0,40200.0,53000.0,60200.0,53473.0,60600.0,68999.0,70643.0,71884.0,78823.0,81200.0,91000.0,63000.0,66000.0,153500.0,129200.0,130000.0,105487.0,104122.0,116166.0,84278.0,153222.0,180554.0,195654.0,207581.0,205919.0,190660.0,206167.0,296378.0,309495.0,384803.75,582114.23,449439.73,281095.96,341030.01,343274.07,415659.36,351799.72000000003,411138.39
199,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730000.0,636000.0,473000.0,474000.0,445000.0,875100.0,824400.0,774800.0,731200.0,720300.0,719000.0,693000.0,625000.0,652000.0,715000.0,725086.0,747445.0,833343.0,856885.0,880427.0,865415.0,943798.0,989413.0,1004965.0,1023894.0,1023894.0,1023894.0,1023894.0,1023894.0
200,Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Venezuela (Bolivarian Republic of),19000.0,16000.0,26000.0,33000.0,35000.0,33882.0,43203.0,53435.0,47032.0,59470.0,66999.0,84726.0,91100.0,128605.0,140484.0,160997.0,175611.0,196800.0,222083.0,241125.0,145658.0,158800.0,154300.0,267700.0,407900.0,508400.0,607700.0,666465.0,515270.0,434000.0,396600.0,322000.0,282000.0,246000.0,298000.0,305000.0,291000.0,221700.0,206000.0,282000.0,300000.0,301000.0,303500.0,320000.0,351000.0,306000.0,373810.0,496250.0,446460.0,472940.0,486423.07999999996,513393.66000000003,520076.34,491083.48,495142.52,463100.0,391300.0,324600.0,324600.0,324600.0
202,Viet Nam,89000.0,95000.0,105000.0,92000.0,78000.0,46000.0,116446.0,113494.0,275558.0,311269.0,287700.0,258144.0,248400.0,283800.0,330000.0,271000.0,419600.0,341300.0,163200.0,155176.0,219352.0,274680.0,374100.0,374900.0,469200.0,524050.0,421700.0,576143.0,562985.0,560279.0,781900.0,766400.0,754100.0,1184900.0,1223700.0,1484500.0,1471700.0,1856900.0,2057600.0,2267000.0,1906500.0,1950219.05,2191007.4,2379576.52,2159486.55,2177188.77,2546035.7199999997,1906510.3199999998,2795791.54,2351282.43,2277344.51,2375763.23,3107722.15,2799980.7199999997,3027125.59,2972032.69,3200544.85,2902057.41,2736774.37,3173978.67
203,Yemen,0.0,0.0,0.0,0.0,0.0,15.0,20.0,35.0,539.0,100.0,400.0,710.0,1215.0,1440.0,6062.0,3052.0,2939.0,11100.0,14640.0,11319.0,11984.0,12376.0,15606.0,19480.0,18700.0,16180.0,9320.0,17800.0,17387.0,22459.0,19600.0,14600.0,11000.0,11700.0,13100.0,8100.0,19300.0,17603.0,15084.0,15198.0,16300.0,11600.0,5630.0,18105.0,4901.0,11574.0,29220.0,18220.0,14100.0,25120.0,14400.0,19291.18,36482.0,25877.38,2041.95,20800.940000000002,14807.5,4207.08,12243.439999999999,12308.34
204,Yugoslav SFR,262466.0,325191.0,443775.0,460768.0,455132.0,501661.0,516424.0,551250.0,583498.0,631460.0,669310.0,716000.0,706358.0,674000.0,720000.0,738000.0,802000.0,855000.0,870000.0,824000.0,1010000.0,949700.0,988900.0,1149900.0,1047000.0,1043000.0,1030969.0,1015328.0,854929.0,827800.0,581300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Zambia,10200.0,8510.0,9150.0,10550.0,11000.0,12200.0,14800.0,19100.0,16409.0,36199.0,53298.0,41763.0,43451.0,62000.0,53300.0,58500.0,67500.0,50600.0,57715.0,78600.0,85200.0,83184.0,68697.0,56256.0,80151.0,76974.0,95275.0,86840.0,79300.0,59500.0,62491.0,84500.0,85400.0,59000.0,55000.0,51400.0,56700.0,36700.0,34012.0,31391.0,36400.0,67325.0,75221.0,85587.0,76312.0,77365.0,95354.0,117980.0,91511.0,99190.0,166130.0,142979.16999999998,181196.91,191774.06,212459.68,243145.12,273801.08,199541.55,256787.28,303103.35
206,Zimbabwe,41390.0,39110.0,48100.0,69000.0,75000.0,75200.0,84200.0,83000.0,94200.0,106300.0,133400.0,127900.0,153300.0,154500.0,147208.0,121935.0,96195.0,112900.0,112405.0,173462.0,173442.0,154068.0,154500.0,133000.0,170135.0,154960.0,139922.0,159397.0,155611.0,167685.0,164322.0,113600.0,159416.0,170700.0,145000.0,168000.0,175000.0,175000.0,185000.0,165300.0,152200.0,130310.0,146032.0,86352.0,85018.0,132661.0,108141.0,93475.0,117990.0,136332.0,111503.0,73000.0,102500.0,103100.0,78600.0,130300.0,146400.0,132800.0,132800.0,132800.0
